"Handle","Title","Body (HTML)","Vendor","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Google Shopping / Google Product Category","Google Shopping / Gender","Google Shopping / Age Group","Google Shopping / MPN","Google Shopping / AdWords Grouping","Google Shopping / AdWords Labels","Google Shopping / Condition","Google Shopping / Custom Product","Google Shopping / Custom Label 0","Google Shopping / Custom Label 1","Google Shopping / Custom Label 2","Google Shopping / Custom Label 3","Google Shopping / Custom Label 4","Variant Image","Variant Weight Unit","Variant Tax Code","Cost per item","Included / [Primary]","Included / International","Status","product.metafields.custom.quote"
"light-up-christmas-trees","Light Up Christmas Trees","Hand-made resin creation: Light Up Christmas Trees.","Alison Resin Creations (ARC)","Resin Art","Christmas, Light, Trees, Up","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/light-up-christmas-trees.jpg","1","Light Up Christmas Trees","FALSE","Light Up Christmas Trees","Discover the Light Up Christmas Trees from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"love-birds","Love Birds","Hand-made resin creation: Love Birds.","Alison Resin Creations (ARC)","Resin Art","Birds, Love","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/love-birds-.jpg","1","Love Birds","FALSE","Love Birds","Discover the Love Birds from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"ouote-on-wood-blue-mauve-quote-1","Ouote On Wood Blue Mauve Quote 1","Hand-made resin creation: Ouote On Wood Blue Mauve Quote 1.","Alison Resin Creations (ARC)","Resin Art","1, Blue, Mauve, Ouote, Quote, Wood","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/ouote-on-wood-blue-mauve-quote-1.jpg","1","Ouote On Wood Blue Mauve Quote 1","FALSE","Ouote On Wood Blue Mauve Quote 1","Discover the Ouote On Wood Blue Mauve Quote 1 from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"paw-print-quote-4","Paw Print Quote 4","Hand-made resin creation: Paw Print Quote 4.","Alison Resin Creations (ARC)","Resin Art","4, Paw, Print, Quote","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/paw-print-quote-4.jpg","1","Paw Print Quote 4","FALSE","Paw Print Quote 4","Discover the Paw Print Quote 4 from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"pawprint-quote-4","Pawprint Quote 4","Hand-made resin creation: Pawprint Quote 4.","Alison Resin Creations (ARC)","Resin Art","4, Pawprint, Quote","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/pawprint-quote-4.jpg","1","Pawprint Quote 4","FALSE","Pawprint Quote 4","Discover the Pawprint Quote 4 from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"peek-a-boo-teddy","Peek A Boo Teddy","Hand-made resin creation: Peek A Boo Teddy.","Alison Resin Creations (ARC)","Resin Art","Blue, Boo, Jade, Light Blue, Peek, Pink, Pink White, Teddy, White","TRUE","Color","Blue",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/peek-a-boo-teddy-blue-.jpg","1","Peek A Boo Teddy - Blue","FALSE","Peek A Boo Teddy","Discover the Peek A Boo Teddy from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"peek-a-boo-teddy","Peek A Boo Teddy","Hand-made resin creation: Peek A Boo Teddy.","Alison Resin Creations (ARC)","Resin Art","Blue, Boo, Jade, Light Blue, Peek, Pink, Pink White, Teddy, White","TRUE","Color","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/peek-a-boo-teddy-jade.jpg","2","Peek A Boo Teddy","FALSE","Peek A Boo Teddy","Discover the Peek A Boo Teddy from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"peek-a-boo-teddy","Peek A Boo Teddy","Hand-made resin creation: Peek A Boo Teddy.","Alison Resin Creations (ARC)","Resin Art","Blue, Boo, Jade, Light Blue, Peek, Pink, Pink White, Teddy, White","TRUE","Color","Jade",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/peek-a-boo-teddy-light-blue.jpg","3","Peek A Boo Teddy - Jade","FALSE","Peek A Boo Teddy","Discover the Peek A Boo Teddy from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"peek-a-boo-teddy","Peek A Boo Teddy","Hand-made resin creation: Peek A Boo Teddy.","Alison Resin Creations (ARC)","Resin Art","Blue, Boo, Jade, Light Blue, Peek, Pink, Pink White, Teddy, White","TRUE","Color","Light Blue",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/peek-a-boo-teddy-pink-white.jpg","4","Peek A Boo Teddy - Light Blue","FALSE","Peek A Boo Teddy","Discover the Peek A Boo Teddy from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"peek-a-boo-teddy","Peek A Boo Teddy","Hand-made resin creation: Peek A Boo Teddy.","Alison Resin Creations (ARC)","Resin Art","Blue, Boo, Jade, Light Blue, Peek, Pink, Pink White, Teddy, White","TRUE","Color","Pink",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/peek-a-boo-teddy-pink.jpg","5","Peek A Boo Teddy - Pink","FALSE","Peek A Boo Teddy","Discover the Peek A Boo Teddy from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"peek-a-boo-teddy","Peek A Boo Teddy","Hand-made resin creation: Peek A Boo Teddy.","Alison Resin Creations (ARC)","Resin Art","Blue, Boo, Jade, Light Blue, Peek, Pink, Pink White, Teddy, White","TRUE","Color","Pink White",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/peek-a-boo-teddy-white.jpg","6","Peek A Boo Teddy - Pink White","FALSE","Peek A Boo Teddy","Discover the Peek A Boo Teddy from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"peek-a-boo-teddy","Peek A Boo Teddy","Hand-made resin creation: Peek A Boo Teddy.","Alison Resin Creations (ARC)","Resin Art","Blue, Boo, Jade, Light Blue, Peek, Pink, Pink White, Teddy, White","TRUE","Color","White",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/peek-a-boo-teddy.jpg","7","Peek A Boo Teddy - White","FALSE","Peek A Boo Teddy","Discover the Peek A Boo Teddy from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"raindeer","Raindeer","Hand-made resin creation: Raindeer.","Alison Resin Creations (ARC)","Resin Art","Blue, Brown, Brown Clear, Green, Raindeer, White","TRUE","Color","Blue",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/raindeer-blue.jpg","1","Raindeer - Blue","FALSE","Raindeer","Discover the Raindeer from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"raindeer","Raindeer","Hand-made resin creation: Raindeer.","Alison Resin Creations (ARC)","Resin Art","Blue, Brown, Brown Clear, Green, Raindeer, White","TRUE","Color","Brown",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/raindeer-brown.jpg","2","Raindeer - Brown","FALSE","Raindeer","Discover the Raindeer from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"raindeer","Raindeer","Hand-made resin creation: Raindeer.","Alison Resin Creations (ARC)","Resin Art","Blue, Brown, Brown Clear, Green, Raindeer, White","TRUE","Color","Brown Clear",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/raindeer-brown-clear.jpg","3","Raindeer - Brown Clear","FALSE","Raindeer","Discover the Raindeer from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"raindeer","Raindeer","Hand-made resin creation: Raindeer.","Alison Resin Creations (ARC)","Resin Art","Blue, Brown, Brown Clear, Green, Raindeer, White","TRUE","Color","Green",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/raindeer-green.jpg","4","Raindeer - Green","FALSE","Raindeer","Discover the Raindeer from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"raindeer","Raindeer","Hand-made resin creation: Raindeer.","Alison Resin Creations (ARC)","Resin Art","Blue, Brown, Brown Clear, Green, Raindeer, White","TRUE","Color","White",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/raindeer-white.jpg","5","Raindeer - White","FALSE","Raindeer","Discover the Raindeer from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"rose-teddy","Rose Teddy","Hand-made resin creation: Rose Teddy.","Alison Resin Creations (ARC)","Resin Art","Blue White, Brown Red, Red, Rose, Silver, Teddy","TRUE","Color","Blue White",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/rose-teddy-blue-white.jpg","1","Rose Teddy - Blue White","FALSE","Rose Teddy","Discover the Rose Teddy from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"rose-teddy","Rose Teddy","Hand-made resin creation: Rose Teddy.","Alison Resin Creations (ARC)","Resin Art","Blue White, Brown Red, Red, Rose, Silver, Teddy","TRUE","Color","Brown Red",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/rose-teddy-brown-red.jpg","2","Rose Teddy - Brown Red","FALSE","Rose Teddy","Discover the Rose Teddy from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"rose-teddy","Rose Teddy","Hand-made resin creation: Rose Teddy.","Alison Resin Creations (ARC)","Resin Art","Blue White, Brown Red, Red, Rose, Silver, Teddy","TRUE","Color","Red",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/rose-teddy-red.jpg","3","Rose Teddy - Red","FALSE","Rose Teddy","Discover the Rose Teddy from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"rose-teddy","Rose Teddy","Hand-made resin creation: Rose Teddy.","Alison Resin Creations (ARC)","Resin Art","Blue White, Brown Red, Red, Rose, Silver, Teddy","TRUE","Color","Silver",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/rose-teddy-silver.jpg","4","Rose Teddy - Silver","FALSE","Rose Teddy","Discover the Rose Teddy from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"rose-teddy-pink-glow-in-the-dark","Rose Teddy Pink Glow In The Dark","Hand-made resin creation: Rose Teddy Pink Glow In The Dark.","Alison Resin Creations (ARC)","Resin Art","Dark, Glow, Pink, Rose, Teddy","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/rose-teddy-pink-glow-in-the-dark.jpg","1","Rose Teddy Pink Glow In The Dark","FALSE","Rose Teddy Pink Glow In The Dark","Discover the Rose Teddy Pink Glow In The Dark from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"rose-teddyglow-in-the","Rose Teddyglow In The","Hand-made resin creation: Rose Teddyglow In The.","Alison Resin Creations (ARC)","Resin Art","Dark Blue, Rose, Teddyglow","TRUE","Color","Dark Blue",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/rose-teddyglow-in-the-dark-blue.jpg","1","Rose Teddyglow In The - Dark Blue","FALSE","Rose Teddyglow In The","Discover the Rose Teddyglow In The from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"s-t-a-g","S T A G","Hand-made resin creation: S T A G.","Alison Resin Creations (ARC)","Resin Art","G, S, T","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/stag.jpg","1","S T A G","FALSE","S T A G","Discover the S T A G from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"set-of-2-houses-with-flowers","Set Of 2 Houses With Flowers","Hand-made resin creation: Set Of 2 Houses With Flowers.","Alison Resin Creations (ARC)","Resin Art","2, Flowers, Houses, Set, White","TRUE","Color","White",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/set-of-2-houses-with-flowers-white.jpg","1","Set Of 2 Houses With Flowers - White","FALSE","Set Of 2 Houses With Flowers","Discover the Set Of 2 Houses With Flowers from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"set-of-3-bunnys","Set Of 3 Bunnys","Hand-made resin creation: Set Of 3 Bunnys.","Alison Resin Creations (ARC)","Resin Art","3, Blue, Bunnys, Pink, Set, White, Yellow","TRUE","Color","Blue",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/set-of-3-bunnys-blue.jpg","1","Set Of 3 Bunnys - Blue","FALSE","Set Of 3 Bunnys","Discover the Set Of 3 Bunnys from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"set-of-3-bunnys","Set Of 3 Bunnys","Hand-made resin creation: Set Of 3 Bunnys.","Alison Resin Creations (ARC)","Resin Art","3, Blue, Bunnys, Pink, Set, White, Yellow","TRUE","Color","Pink",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/set-of-3-bunnys-pink-%282%29.jpg","2","Set Of 3 Bunnys - Pink","FALSE","Set Of 3 Bunnys","Discover the Set Of 3 Bunnys from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"set-of-3-bunnys","Set Of 3 Bunnys","Hand-made resin creation: Set Of 3 Bunnys.","Alison Resin Creations (ARC)","Resin Art","3, Blue, Bunnys, Pink, Set, White, Yellow","TRUE","Color","White",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/set-of-3-bunnys-white.jpg","3","Set Of 3 Bunnys - White","FALSE","Set Of 3 Bunnys","Discover the Set Of 3 Bunnys from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"set-of-3-bunnys","Set Of 3 Bunnys","Hand-made resin creation: Set Of 3 Bunnys.","Alison Resin Creations (ARC)","Resin Art","3, Blue, Bunnys, Pink, Set, White, Yellow","TRUE","Color","Yellow",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/set-of-3-bunnys-yellow.jpg","4","Set Of 3 Bunnys - Yellow","FALSE","Set Of 3 Bunnys","Discover the Set Of 3 Bunnys from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"set-of-3-flower-vases-set-1","Set Of 3 Flower Vases Set 1","Hand-made resin creation: Set Of 3 Flower Vases Set 1.","Alison Resin Creations (ARC)","Resin Art","1, 3, Flower, Set, Vases","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/set-of-3-flower-vases-set-1.jpg","1","Set Of 3 Flower Vases Set 1","FALSE","Set Of 3 Flower Vases Set 1","Discover the Set Of 3 Flower Vases Set 1 from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"set-of-3-flower-vases-set-2","Set Of 3 Flower Vases Set 2","Hand-made resin creation: Set Of 3 Flower Vases Set 2.","Alison Resin Creations (ARC)","Resin Art","2, 3, Flower, Set, Vases","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/set-of-3-flower-vases-set-2.jpg","1","Set Of 3 Flower Vases Set 2","FALSE","Set Of 3 Flower Vases Set 2","Discover the Set Of 3 Flower Vases Set 2 from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"set-of-five-mushroons","Set Of Five Mushroons","Hand-made resin creation: Set Of Five Mushroons.","Alison Resin Creations (ARC)","Resin Art","Five, Mushroons, Set","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/set-of-five-mushroons.jpg","1","Set Of Five Mushroons","FALSE","Set Of Five Mushroons","Discover the Set Of Five Mushroons from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"set-of-three-mushroons","Set Of Three Mushroons","Hand-made resin creation: Set Of Three Mushroons.","Alison Resin Creations (ARC)","Resin Art","Mushroons, Set, Three","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/set-of-three-mushroons.jpg","1","Set Of Three Mushroons","FALSE","Set Of Three Mushroons","Discover the Set Of Three Mushroons from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"set-of-two-gnome","Set Of Two Gnome","Hand-made resin creation: Set Of Two Gnome.","Alison Resin Creations (ARC)","Resin Art","Gnome, Set, Two","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/set-of-two-gnome.jpg","1","Set Of Two Gnome","FALSE","Set Of Two Gnome","Discover the Set Of Two Gnome from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"sitting-angel","Sitting Angel","Hand-made resin creation: Sitting Angel.","Alison Resin Creations (ARC)","Resin Art","Angel, Cream, Pink, Sitting, White","TRUE","Color","Cream",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/sitting-angel-cream.jpg","1","Sitting Angel - Cream","FALSE","Sitting Angel","Discover the Sitting Angel from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"sitting-angel","Sitting Angel","Hand-made resin creation: Sitting Angel.","Alison Resin Creations (ARC)","Resin Art","Angel, Cream, Pink, Sitting, White","TRUE","Color","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/sitting-angel-pink.jpg","2","Sitting Angel","FALSE","Sitting Angel","Discover the Sitting Angel from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"sitting-angel","Sitting Angel","Hand-made resin creation: Sitting Angel.","Alison Resin Creations (ARC)","Resin Art","Angel, Cream, Pink, Sitting, White","TRUE","Color","Pink",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/sitting-angel-white.jpg","3","Sitting Angel - Pink","FALSE","Sitting Angel","Discover the Sitting Angel from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"sitting-angel","Sitting Angel","Hand-made resin creation: Sitting Angel.","Alison Resin Creations (ARC)","Resin Art","Angel, Cream, Pink, Sitting, White","TRUE","Color","White",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/sitting-angel.jpg","4","Sitting Angel - White","FALSE","Sitting Angel","Discover the Sitting Angel from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"sitting-teddy-small","Sitting Teddy Small","Hand-made resin creation: Sitting Teddy Small.","Alison Resin Creations (ARC)","Resin Art","Blue, Clear, Light Blue, Light Brown, Silver, Sitting, Small, Teddy","TRUE","Color","Blue",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/sitting-teddy-small-blue.jpg","1","Sitting Teddy Small - Blue","FALSE","Sitting Teddy Small","Discover the Sitting Teddy Small from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"sitting-teddy-small","Sitting Teddy Small","Hand-made resin creation: Sitting Teddy Small.","Alison Resin Creations (ARC)","Resin Art","Blue, Clear, Light Blue, Light Brown, Silver, Sitting, Small, Teddy","TRUE","Color","Clear",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/sitting-teddy-small-clear.jpg","2","Sitting Teddy Small - Clear","FALSE","Sitting Teddy Small","Discover the Sitting Teddy Small from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"sitting-teddy-small","Sitting Teddy Small","Hand-made resin creation: Sitting Teddy Small.","Alison Resin Creations (ARC)","Resin Art","Blue, Clear, Light Blue, Light Brown, Silver, Sitting, Small, Teddy","TRUE","Color","Light Blue",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/sitting-teddy-small-light-blue.jpg","3","Sitting Teddy Small - Light Blue","FALSE","Sitting Teddy Small","Discover the Sitting Teddy Small from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"sitting-teddy-small","Sitting Teddy Small","Hand-made resin creation: Sitting Teddy Small.","Alison Resin Creations (ARC)","Resin Art","Blue, Clear, Light Blue, Light Brown, Silver, Sitting, Small, Teddy","TRUE","Color","Light Brown",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/sitting-teddy-small-light-brown.jpg","4","Sitting Teddy Small - Light Brown","FALSE","Sitting Teddy Small","Discover the Sitting Teddy Small from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"sitting-teddy-small","Sitting Teddy Small","Hand-made resin creation: Sitting Teddy Small.","Alison Resin Creations (ARC)","Resin Art","Blue, Clear, Light Blue, Light Brown, Silver, Sitting, Small, Teddy","TRUE","Color","Silver",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/sitting-teddy-small-silver.jpg","5","Sitting Teddy Small - Silver","FALSE","Sitting Teddy Small","Discover the Sitting Teddy Small from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"small-hanging-welcome-sign","Small Hanging Welcome Sign","Hand-made resin creation: Small Hanging Welcome Sign.","Alison Resin Creations (ARC)","Resin Art","Hanging, Sign, Small, Welcome","TRUE","Title","Default Title",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/small-hanging-welcome-sign.jpg","1","Small Hanging Welcome Sign","FALSE","Small Hanging Welcome Sign","Discover the Small Hanging Welcome Sign from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
"snow-scene","Snow Scene","Hand-made resin creation: Snow Scene.","Alison Resin Creations (ARC)","Resin Art","Blue, Orange, Red, Scene, Snow, White, Yellow","TRUE","Color","Blue",,,,,,"0",,"0","deny","manual","0.00",,"TRUE","TRUE",,"https://raw.githubusercontent.com/BanterBoy/alisoncreations/feat/arc-initial-site/resources/images/snow-scene-blue-%282%29.jpg","1","Snow Scene - Blue","FALSE","Snow Scene","Discover the Snow Scene from Alison Resin Creations (ARC).",,,,,,,,,,,,,,,"g",,"0.00","TRUE","TRUE","draft",
